GlobalEventID,actor_key,actor_name,month,article_actor_weight,conflict_relevance,event_context,event_modality,matched_actor_role,event_time_relation,any_matched_actor_mentioned,any_physical_violence_mentioned,any_fatalities_mentioned,any_injuries_mentioned,any_weapon_mentioned,physical_violence_occurred,fatalities_present,injuries_present,weapon_use_class,multiple_events_mentioned,main_story_confidence,date
1040648279,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-04-22
1040653151,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-04-22
1040664238,303,Taleban,2022-04,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,heavy,yes,high,2022-04-22
1040665089,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-22
1040669054,303,Taleban,2022-04,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-22
1040669950,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-22
1040678333,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-04-22
1040687970,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-04-22
1040688807,303,Taleban,2022-04,1.0,direct,OPR,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,medium,2022-04-22
1040695572,303,Taleban,2022-04,1.0,direct,CIV,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,unclear,yes,high,2022-04-22
1040696271,303,Taleban,2022-04,1.0,direct,CIV,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-04-22
1040703927,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,unclear,no,medium,2022-04-22
1040718614,303,Taleban,2022-04,1.0,direct,CIV,realized,target,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,none_used,yes,high,2022-04-22
1040719434,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,yes,no,no,unclear,yes,medium,2022-04-22
1040721800,303,Taleban,2022-04,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-22
1040723193,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-22
1040725401,303,Taleban,2022-04,1.0,direct,CIV,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,unclear,yes,high,2022-04-22
1040738564,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-04-22
1040741873,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-04-22
1040745012,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-04-22
1040592708,group:farc_bloc,FARC / FARC dissidents,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,no,no,no,no,none_used,yes,high,2022-04-22
1040738689,group:farc_bloc,FARC / FARC dissidents,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-04-22
1040772761,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2022-04-23
1040813235,209,Hamas,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,yes,yes,no,no,no,none_used,yes,medium,2022-04-23
1040814414,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-04-23
1040835468,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2022-04-23
1040871099,209,Hamas,2022-04,1.0,direct,POL,realized,both,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,medium,2022-04-23
1040882569,209,Hamas,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,unclear,no,yes,no,no,no,none_used,yes,low,2022-04-23
1040768061,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-23
1040768081,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,yes,yes,no,unclear,yes,low,2022-04-23
1040775772,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-04-23
1040777509,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-23
1040793067,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-04-23
1040798220,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,medium,2022-04-23
1040808109,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,medium,2022-04-23
1040815283,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-04-23
1040831845,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,unclear,yes,medium,2022-04-23
1040846110,303,Taleban,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,no,yes,yes,unclear,unclear,yes,medium,2022-04-23
1040850955,303,Taleban,2022-04,1.0,background_or_context,background_or_context,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,no,low,2022-04-23
1040802636,group:farc_bloc,FARC / FARC dissidents,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2022-04-23
1040915063,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,unclear,unclear,yes,yes,unclear,unclear,yes,low,2022-04-24
1040930148,209,Hamas,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,medium,2022-04-24
1040960552,209,Hamas,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,no,no,no,mixed,yes,high,2022-04-24
1040969433,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,unclear,yes,yes,no,unclear,mixed,yes,medium,2022-04-24
1040994215,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2022-04-24
1040996764,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,unclear,yes,yes,no,no,mixed,yes,medium,2022-04-24
1040907016,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,heavy,yes,high,2022-04-24
1040910549,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,no,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-04-24
1040965252,303,Taleban,2022-04,1.0,direct,CIV,realized,unclear,current_or_recent,no,yes,yes,unclear,yes,yes,yes,unclear,unclear,no,medium,2022-04-24
1041016288,209,Hamas,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,yes,no,no,no,none_used,yes,medium,2022-04-25
1041054966,209,Hamas,2022-04,1.0,unclear,unclear,unclear,unclear,unclear,yes,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,low,2022-04-25
1041099263,209,Hamas,2022-04,1.0,direct,POL,realized,perpetrator,historical_background,yes,yes,no,no,no,no,no,no,none_used,yes,medium,2022-04-25
1041100438,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2022-04-25
1041119142,209,Hamas,2022-04,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,no,yes,no,no,no,none_used,yes,medium,2022-04-25
1041124721,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,no,no,no,none_used,no,low,2022-04-25
1041131660,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,mixed,yes,medium,2022-04-25
1041010784,303,Taleban,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,no,no,no,no,none_used,yes,medium,2022-04-25
1041042266,303,Taleban,2022-04,1.0,direct,CIV,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,unclear,yes,high,2022-04-25
1041049374,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-25
1041064717,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,unclear,no,unclear,yes,unclear,no,unclear,yes,high,2022-04-25
1041073619,303,Taleban,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2022-04-25
1041075522,303,Taleban,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2022-04-25
1041097382,303,Taleban,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2022-04-25
1041123132,group:farc_bloc,FARC / FARC dissidents,2022-04,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,no,no,no,no,none_used,yes,medium,2022-04-25
1041236138,209,Hamas,2022-04,1.0,direct,CBT,threatened,perpetrator,future_or_planned,yes,yes,no,no,yes,no,no,no,salw,yes,medium,2022-04-26
1041239594,209,Hamas,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,no,yes,no,no,no,no,no,none_used,yes,medium,2022-04-26
1041250824,209,Hamas,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,unclear,no,no,no,none_used,yes,high,2022-04-26
1041250825,209,Hamas,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,high,2022-04-26
1041255088,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,unclear,yes,yes,no,unclear,salw,yes,medium,2022-04-26
1041256181,209,Hamas,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2022-04-26
1041190774,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,no,no,yes,yes,no,unclear,yes,high,2022-04-26
1041244108,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2022-04-26
1041253209,303,Taleban,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,unclear,no,no,no,none_used,yes,medium,2022-04-26
1041266078,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,no,yes,yes,no,yes,yes,yes,no,salw,yes,high,2022-04-26
1041272095,303,Taleban,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,unclear,no,no,no,unclear,none_used,yes,medium,2022-04-26
1041285353,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,high,2022-04-26
1041321533,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-26
1041402393,209,Hamas,2022-04,1.0,background_or_context,not_applicable,not_applicable,mentioned_only,historical_background,yes,yes,no,no,unclear,no,no,no,none_used,yes,medium,2022-04-27
1041497295,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,low,2022-04-27
1041384710,303,Taleban,2022-04,1.0,background_or_context,POL,realized,perpetrator,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,low,2022-04-27
1041399562,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2022-04-27
1041414469,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-27
1041453694,303,Taleban,2022-04,1.0,direct,CIV,realized,both,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-04-27
1041453707,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,no,no,yes,yes,no,unclear,yes,medium,2022-04-27
1041467810,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,no,yes,no,no,unclear,yes,low,2022-04-27
1041528085,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,unclear,yes,yes,unclear,no,salw,yes,medium,2022-04-27
1041570165,303,Taleban,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,no,yes,salw,yes,high,2022-04-27
1041570168,303,Taleban,2022-04,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,no,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2022-04-27
1041592875,209,Hamas,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,yes,no,no,no,none_used,yes,medium,2022-04-28
1041576497,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,salw,yes,medium,2022-04-28
1041583040,303,Taleban,2022-04,1.0,direct,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,high,2022-04-28
1041646627,303,Taleban,2022-04,1.0,direct,POL,realized,both,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2022-04-28
1041730910,303,Taleban,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,unclear,no,no,no,unclear,no,no,none_used,yes,medium,2022-04-28
1041747244,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-04-28
1041750711,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-28
1041755269,group:farc_bloc,FARC / FARC dissidents,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,yes,yes,yes,no,yes,mixed,no,high,2022-04-28
1041755274,group:farc_bloc,FARC / FARC dissidents,2022-04,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2022-04-28
1041832937,209,Hamas,2022-04,1.0,direct,PRO,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,no,no,no,none_used,yes,medium,2022-04-29
1041839363,209,Hamas,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,no,yes,yes,yes,no,yes,salw,yes,high,2022-04-29
1041892076,209,Hamas,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,medium,2022-04-29
1041785701,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-04-29
1041785702,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-29
1041787899,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-29
1041795279,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-29
1041807747,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-29
1041808549,303,Taleban,2022-04,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,no,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2022-04-29
1041823565,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,high,2022-04-29
1041823681,303,Taleban,2022-04,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,yes,no,no,no,none_used,yes,medium,2022-04-29
1041828908,303,Taleban,2022-04,1.0,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2022-04-29
1041830640,303,Taleban,2022-04,1.0,direct,POL,realized,perpetrator,future_or_planned,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2022-04-29
1041850020,303,Taleban,2022-04,1.0,direct,ORG,realized,perpetrator,current_or_recent,yes,unclear,no,no,no,no,no,no,none_used,yes,high,2022-04-29
1041863698,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,salw,yes,high,2022-04-29
1041890215,303,Taleban,2022-04,1.0,direct,CIV,realized,unclear,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,high,2022-04-29
1041890228,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,unclear,yes,high,2022-04-29
1041892362,303,Taleban,2022-04,1.0,background_or_context,CIV,realized,mentioned_only,historical_background,no,yes,no,no,unclear,no,no,no,none_used,no,high,2022-04-29
1041892492,303,Taleban,2022-04,1.0,direct,CIV,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-04-29
1041893719,303,Taleban,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,medium,2022-04-29
1041900463,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,salw,yes,high,2022-04-29
1041905211,303,Taleban,2022-04,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,high,2022-04-29
1041927591,group:farc_bloc,FARC / FARC dissidents,2022-04,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2022-04-29
1041997738,209,Hamas,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-04-30
1042002423,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-04-30
1042046185,209,Hamas,2022-04,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-04-30
1042048511,209,Hamas,2022-04,1.0,direct,POL,realized,perpetrator,future_or_planned,yes,yes,no,yes,yes,no,no,no,unclear,yes,medium,2022-04-30
1042052660,209,Hamas,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,yes,yes,no,no,no,none_used,yes,medium,2022-04-30
1042056866,209,Hamas,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,yes,yes,yes,no,yes,mixed,yes,high,2022-04-30
1042063390,209,Hamas,2022-04,1.0,direct,POL,threatened,perpetrator,future_or_planned,yes,no,no,no,no,no,no,no,none_used,no,high,2022-04-30
1042068823,209,Hamas,2022-04,1.0,background_or_context,ORG,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-04-30
1042068824,209,Hamas,2022-04,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-04-30
1042071372,209,Hamas,2022-04,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-04-30
1041972128,303,Taleban,2022-04,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-30
1041972629,303,Taleban,2022-04,1.0,direct,CBT,realized,unclear,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-04-30
1041978270,303,Taleban,2022-04,1.0,direct,CIV,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,unclear,no,medium,2022-04-30
1041978299,303,Taleban,2022-04,1.0,direct,CIV,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,unclear,no,high,2022-04-30
1041978694,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-04-30
1042001836,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-04-30
1042001837,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,heavy,yes,high,2022-04-30
1042003274,303,Taleban,2022-04,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,yes,no,no,no,none_used,yes,high,2022-04-30
1042008451,303,Taleban,2022-04,1.0,direct,CBT,realized,unclear,current_or_recent,unclear,yes,yes,yes,unclear,yes,yes,yes,unclear,no,low,2022-04-30
1042069399,303,Taleban,2022-04,1.0,direct,POL,realized,both,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2022-04-30
1042071895,303,Taleban,2022-04,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-04-30
1042077433,209,Hamas,2022-05,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,unclear,yes,medium,2022-05-01
1042080109,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-01
1042109322,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,yes,medium,2022-05-01
1042111687,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,no,yes,salw,yes,high,2022-05-01
1042147349,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,unclear,yes,no,no,no,unclear,yes,high,2022-05-01
1042157398,209,Hamas,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,unclear,no,no,unclear,no,no,no,none_used,unclear,low,2022-05-01
1042079215,303,Taleban,2022-05,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-05-01
1042093608,303,Taleban,2022-05,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-05-01
1042100990,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2022-05-01
1042110228,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2022-05-01
1042119374,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,yes,no,no,no,none_used,yes,medium,2022-05-01
1042160102,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,no,no,none_used,yes,medium,2022-05-01
1042179615,303,Taleban,2022-05,1.0,direct,CBT,realized,unclear,current_or_recent,yes,yes,no,no,yes,yes,no,no,salw,yes,low,2022-05-01
1042083663,group:farc_bloc,FARC / FARC dissidents,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,yes,yes,no,unclear,yes,high,2022-05-01
1042186463,209,Hamas,2022-05,1.0,background_or_context,not_applicable,not_applicable,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2022-05-02
1042224951,209,Hamas,2022-05,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,unclear,unclear,unclear,no,unclear,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2022-05-02
1042289901,209,Hamas,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-02
1042320834,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,unclear,yes,yes,no,unclear,unclear,high,2022-05-02
1042327753,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-05-02
1042329443,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-05-02
1042334520,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,yes,yes,no,unclear,yes,high,2022-05-02
1043483431,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-05-02
1042189902,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,yes,medium,2022-05-02
1042195366,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2022-05-02
1042293496,303,Taleban,2022-05,1.0,direct,CIV,realized,perpetrator,historical_background,yes,yes,no,yes,yes,yes,no,yes,salw,yes,medium,2022-05-02
