Assigned_Hiwi,Research_done,Selfcheck_done,Crosscheck_done,Government_side,Do_NSA_specific_research,NSA_UCDP_Name_short,NSA_Name_long,NSA_UCDP_ID,Earliest_year_of_NSA,Latest_year_of_NSA,UCDP_Conflict_ID,UCDP_Dyad_ID,Government_UCDP_ID,Total_battle_deaths_of_country,Total_battle_deaths_of_NSA,Total_bd_of_country_over_median,Order_of_groups_to_do,Comment_NSA_Data_Collection,NSA_Entries,NSA_Entries_Pistols,NSA_Entries_Rifles,NSA_Entries_Machine_guns,NSA_Entries_Heavy_machine_guns,NSA_Entries_Cannon,NSA_Entries_Mortars,NSA_Entries_Missiles,NSA_Entries_Explosives,NSA_Entries_Landmines,NSA_Entries_Tanks,NSA_Entries_Aircraft,NSA_Entries_Artillery,NSA_Entries_Armoured_vehicles,NSA_Entries_Ships
Camelia,yes,yes,yes,Government of Algeria,yes,Takfir wa'l Hijra,,536.0,1991.0,1991.0,386.0,827.0,109,18883.0,34.0,yes,88.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Morocco,yes,POLISARIO,Popular Front for the Liberation of Saguia el Hamra and Rio de Oro: Frente popular de liberación de Saguia el Hamra y Rio de Oro,563.0,1989.0,1989.0,331.0,721.0,108,207.0,207.0,no,89.0,,60.0,0.0,3.0,2.0,0.0,3.0,3.0,9.0,0.0,1.0,8.0,0.0,15.0,11.0,0.0
Camelia,yes,yes,yes,Government of United Kingdom,yes,PIRA,Provisional Irish Republican Army,282.0,1989.0,1991.0,315.0,692.0,28,137.0,108.0,no,90.0,,66.0,8.0,15.0,7.0,2.0,2.0,1.0,12.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0
Camelia,yes,yes,yes,Government of United Kingdom,yes,RIRA,Real Irish Republican Army,283.0,1998.0,1998.0,315.0,693.0,28,137.0,29.0,no,91.0,,13.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Turkey,yes,DHKP-C,Revolutionary People’s Liberation Party-Front,334.0,1991.0,1995.0,383.0,822.0,115,32524.0,135.0,yes,92.0,,46.0,7.0,5.0,9.0,0.0,0.0,1.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
Camelia,no,no,no,Government of Turkey,no,IS,,234.0,2004.0,2018.0,13902.0,14701.0,115,32524.0,127471.0,yes,93.0,,121.0,0.0,8.0,2.0,1.0,0.0,3.0,38.0,7.0,2.0,6.0,8.0,24.0,7.0,0.0
Camelia,yes,yes,yes,Government of Turkey,yes,MKP,Maoist Communist Party,335.0,2005.0,2005.0,383.0,823.0,115,32524.0,29.0,yes,94.0,,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Turkey,yes,PKK,Partiya Karkeran Kurdistan; Kurdistan Workers’ Party,323.0,1989.0,2018.0,354.0,781.0,115,32524.0,30118.0,yes,95.0,,160.0,2.0,36.0,12.0,5.0,0.0,4.0,28.0,48.0,6.0,0.0,0.0,3.0,0.0,0.0
Camelia,yes,yes,yes,Government of Turkey,yes,TAK,Teyrêbazên Azadiya Kurdistan: Kurdistan Freedom Falcons,2034.0,2016.0,2016.0,383.0,10516.0,115,32524.0,111.0,yes,96.0,,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Turkey,yes,YSK,,6689.0,2016.0,2016.0,383.0,15065.0,115,32524.0,289.0,yes,97.0,No results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Comoros,yes,MPA/Republic of Anjouan,"Mouvement populaire de l’Azaouad; Azawad Peoples Movement; originally MPLA, Mouvement Populaire de Libération de l’Azaouad: Popular Movement for the Liberation of Azawad",544.0,1997.0,1997.0,407.0,860.0,107,85.0,56.0,no,98.0,No results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Comoros,yes,Presidential guard,,518.0,1989.0,1989.0,362.0,789.0,107,85.0,29.0,no,99.0,No results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Israel,yes,AMB,"Kateab al-Shaheed al Aqsa, Al-Aqsa Martyrs’ Brigades",211.0,2002.0,2004.0,234.0,480.0,121,7436.0,274.0,yes,100.0,,17.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0
Camelia,yes,yes,yes,Government of Israel,yes,Fatah,,207.0,1990.0,2007.0,234.0,476.0,121,7436.0,371.0,yes,101.0,,17.0,1.0,2.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Camelia,yes,yes,yes,Government of Israel,yes,Hamas,,209.0,1993.0,2018.0,234.0,477.0,121,7436.0,4069.0,yes,102.0,,92.0,2.0,8.0,3.0,0.0,0.0,8.0,39.0,13.0,1.0,0.0,1.0,14.0,0.0,0.0
Camelia,yes,yes,yes,Government of Israel,yes,Hezbollah,,366.0,1990.0,2006.0,426.0,891.0,121,7436.0,1534.0,yes,103.0,,153.0,4.0,13.0,6.0,4.0,2.0,5.0,68.0,9.0,4.0,5.0,6.0,14.0,3.0,0.0
Camelia,yes,yes,yes,Government of Israel,yes,PFLP,Popular Front for the Liberation of Palestine,205.0,1989.0,2001.0,234.0,474.0,121,7436.0,54.0,yes,104.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Camelia,yes,yes,yes,Government of Israel,yes,PFLP-GC,Popular Front for the Liberation of Palestine-General Command,206.0,1989.0,1989.0,234.0,475.0,121,7436.0,27.0,yes,105.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Camelia,yes,yes,yes,Government of Israel,yes,PIJ,Palestinian Islamic Jihad Movement,208.0,1995.0,2014.0,234.0,478.0,121,7436.0,758.0,yes,106.0,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Camelia,yes,yes,yes,Government of Israel,yes,PNA,Palestinian National Authority,210.0,1996.0,2002.0,234.0,479.0,121,7436.0,304.0,yes,107.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Israel,yes,PRC,Popular Resistance Committees,212.0,2006.0,2006.0,234.0,481.0,121,7436.0,45.0,yes,108.0,,11.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,ABSU,All Bodo Students’ Union,362.0,1989.0,1990.0,421.0,884.0,141,36126.0,97.0,yes,109.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,ATTF,All Tripura Tiger Force,306.0,1992.0,1997.0,335.0,739.0,141,36126.0,61.0,yes,110.0,,37.0,6.0,16.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,CPI-Maoist,Communist Party of India – Maoist,195.0,2005.0,2018.0,227.0,453.0,141,36126.0,4490.0,yes,111.0,,77.0,14.0,23.0,1.0,0.0,0.0,1.0,3.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,CPI-ML-J,,3946.0,2000.0,2000.0,227.0,11932.0,141,36126.0,25.0,yes,112.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,GNLA,Garo National Liberation Army,1163.0,2012.0,2014.0,11342.0,11971.0,141,36126.0,53.0,yes,113.0,,83.0,15.0,38.0,2.0,0.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,Kashmir insurgents,"JKFL (Jammu and Kashmir Liberation Front), Hizb-ul-Mujahideen (Party of Holy Warriors), Pasdaran-e-Inquilab-e-Islami (Guardians of the Islamic Revolution), Harkat-ul-Ansar (Helper Movement), Jaish-e-Mohammed (Army of Mohammed) and Lashkar-e-Toiba (Army of the Righteous)",325.0,1990.0,2018.0,364.0,792.0,141,36126.0,18040.0,yes,114.0,,107.0,10.0,41.0,12.0,0.0,0.0,1.0,14.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,KCP,Kangleipak Communist Party,317.0,2008.0,2009.0,347.0,770.0,141,36126.0,92.0,yes,115.0,,47.0,12.0,10.0,1.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,MCC,Maoist Communist Centre,194.0,1999.0,2004.0,227.0,452.0,141,36126.0,253.0,yes,116.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,NDFB,National Democratic Front of Bodoland,363.0,1994.0,2004.0,421.0,885.0,141,36126.0,416.0,yes,117.0,,72.0,17.0,24.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,NDFB - RD,National Democratic Front of Bodoland - Ranjan Daimary faction,1066.0,2009.0,2010.0,421.0,886.0,141,36126.0,130.0,yes,118.0,,16.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,NDFB-S,National Democratic Front of Bodoland-Songbijit,5826.0,2013.0,2014.0,421.0,14102.0,141,36126.0,67.0,yes,119.0,,49.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,NLFT,National Liberation Front of Tripura,307.0,1997.0,2003.0,335.0,740.0,141,36126.0,237.0,yes,120.0,,38.0,5.0,14.0,3.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,NLFT-B,National Liberation Front of Tripura - Biswamohan faction,2939.0,2004.0,2004.0,335.0,11299.0,141,36126.0,26.0,yes,121.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,NSCN-IM,National Socialist Council of Nagaland - Isaac-Muivah faction,223.0,1992.0,2000.0,251.0,508.0,141,36126.0,401.0,yes,122.0,,29.0,5.0,14.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,PLA,People’s Liberation Army,314.0,1995.0,2006.0,347.0,768.0,141,36126.0,175.0,yes,123.0,,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,PREPAK,People's Revolutionary Party of Kangleipak,318.0,2008.0,2009.0,347.0,771.0,141,36126.0,74.0,yes,124.0,,39.0,3.0,12.0,0.0,0.0,0.0,2.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,PULF,People's United Liberation Front,369.0,2008.0,2008.0,434.0,901.0,141,36126.0,25.0,yes,125.0,,13.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,PWG,People’s War Group,193.0,1991.0,2004.0,227.0,451.0,141,36126.0,1565.0,yes,126.0,,23.0,5.0,8.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,Sikh insurgents,,319.0,1989.0,1993.0,351.0,775.0,141,36126.0,8165.0,yes,127.0,,26.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,ULFA,United Liberation Front of Assam,326.0,1990.0,2010.0,365.0,793.0,141,36126.0,1135.0,yes,128.0,,122.0,21.0,32.0,3.0,0.0,0.0,1.0,10.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,UNLF,United National Liberation Front,315.0,1993.0,2009.0,347.0,769.0,141,36126.0,325.0,yes,129.0,,41.0,7.0,13.0,0.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of India,yes,UNLFW,United Liberation Front of Western South East Asia,6320.0,2015.0,2018.0,13653.0,14685.0,141,36126.0,274.0,yes,130.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Lebanon,yes,Forces of Michel Aoun,,242.0,1989.0,1990.0,260.0,532.0,119,1683.0,1158.0,no,131.0,no results found,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
Camelia,no,no,no,Government of Lebanon,no,IS,,234.0,2004.0,2018.0,13675.0,14244.0,119,1683.0,127471.0,no,132.0,,121.0,0.0,8.0,2.0,1.0,0.0,3.0,38.0,7.0,2.0,6.0,8.0,24.0,7.0,0.0
Camelia,yes,yes,yes,Government of Lebanon,yes,Lebanese Forces,,243.0,1989.0,1989.0,260.0,533.0,119,1683.0,253.0,no,133.0,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Camelia,yes,yes,yes,Government of Spain,yes,ETA,Euskadi ta azkatasuna: Basque Nation and Liberty,313.0,1991.0,1991.0,342.0,763.0,35,44.0,44.0,no,134.0,,78.0,14.0,9.0,7.0,0.0,0.0,1.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Somalia,yes,Al-Shabaab,,717.0,2008.0,2018.0,337.0,750.0,95,34337.0,18799.0,yes,135.0,,67.0,1.0,22.0,5.0,0.0,0.0,0.0,6.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Somalia,yes,ARS/UIC,,505.0,2006.0,2008.0,337.0,749.0,95,34337.0,2300.0,yes,136.0,,9.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Somalia,yes,Hizbul Islam,,1004.0,2009.0,2010.0,337.0,752.0,95,34337.0,150.0,yes,137.0,no results found,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Somalia,yes,Republic of Somaliland,,675.0,2018.0,2018.0,14074.0,11545.0,95,34337.0,121.0,yes,138.0,,12.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
Camelia,yes,yes,yes,Government of Somalia,yes,SNM,Somali National Movement,500.0,1989.0,1991.0,337.0,744.0,95,34337.0,1879.0,yes,139.0,,31.0,0.0,7.0,3.0,1.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0
Camelia,yes,yes,yes,Government of Somalia,yes,SPM,Somali Patriotic Movement,501.0,1989.0,1991.0,337.0,745.0,95,34337.0,759.0,yes,140.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Somalia,yes,SRRC,Somali Reconciliation and Restoration Council,504.0,2001.0,2002.0,337.0,748.0,95,34337.0,342.0,yes,141.0,,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Somalia,yes,USC/SNA,United Somali Congress/Somali National Alliance,503.0,1991.0,1996.0,337.0,747.0,95,34337.0,5776.0,yes,142.0,,22.0,0.0,7.0,2.0,2.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Camelia,yes,yes,yes,Government of Somalia,yes,USC/SSA,United Somali Congress/Somali Salvation Alliance,502.0,1990.0,1991.0,337.0,746.0,95,34337.0,4456.0,yes,143.0,,13.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Camelia,no,no,no,Government of Iran,no,IS,,234.0,2004.0,2018.0,14268.0,14895.0,114,1355.0,127471.0,no,144.0,,121.0,0.0,8.0,2.0,1.0,0.0,3.0,38.0,7.0,2.0,6.0,8.0,24.0,7.0,0.0
Camelia,yes,yes,yes,Government of Iran,yes,Jondullah,,310.0,2006.0,2010.0,338.0,755.0,114,1355.0,270.0,no,145.0,,16.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Iran,yes,KDPI,Kurdish Democratic Party of Iran,164.0,1990.0,2018.0,205.0,406.0,114,1355.0,242.0,no,146.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Iran,yes,MEK,People's Mujahideen,308.0,1991.0,2001.0,338.0,753.0,114,1355.0,346.0,no,147.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,3.0,3.0,0.0
Camelia,yes,yes,yes,Government of Iran,yes,PJAK,Free Life Party of Kurdistan,309.0,2005.0,2018.0,338.0,754.0,114,1355.0,470.0,no,148.0,,13.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Libya,yes,ASL,Ansar al-Sharia in Libya,7046.0,2013.0,2013.0,11346.0,15539.0,111,6467.0,31.0,yes,149.0,,14.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
Camelia,yes,yes,yes,Government of Libya,yes,Forces of Khalifa al-Ghawil,,6814.0,2017.0,2017.0,11346.0,15225.0,111,6467.0,72.0,yes,150.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Libya,yes,Forces of Muammar Gaddafi,,1127.0,2011.0,2011.0,11346.0,10885.0,111,6467.0,713.0,yes,151.0,,11.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Libya,yes,Forces of the House of Representatives,,5802.0,2014.0,2017.0,11346.0,14059.0,111,6467.0,453.0,yes,152.0,no results found/ confusion with government forces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,no,no,no,Government of Libya,no,IS,,234.0,2004.0,2018.0,13694.0,14745.0,111,6467.0,127471.0,yes,153.0,,121.0,0.0,8.0,2.0,1.0,0.0,3.0,38.0,7.0,2.0,6.0,8.0,24.0,7.0,0.0
Camelia,yes,yes,yes,Government of Libya,yes,NTC,National Transitional Council of Libya,1126.0,2011.0,2011.0,11346.0,11980.0,111,6467.0,3049.0,yes,154.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Libya,yes,PFLL,,6893.0,2017.0,2017.0,11346.0,15333.0,111,6467.0,70.0,yes,155.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Libya,yes,Zintan Military Council,,5940.0,2014.0,2014.0,11346.0,14249.0,111,6467.0,143.0,yes,156.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Egypt,yes,al-Gama'a al-Islamiyya,,341.0,1993.0,1998.0,391.0,838.0,117,3124.0,617.0,yes,157.0,,7.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Egypt,yes,Ansar Bayt al-Maqdis,,4319.0,2014.0,2014.0,391.0,12487.0,117,3124.0,184.0,yes,158.0,,46.0,1.0,2.0,8.0,1.0,0.0,2.0,8.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0
Camelia,yes,yes,yes,Government of Egypt,yes,Harakit Sawa'id Misr,,6616.0,2017.0,2018.0,391.0,14973.0,117,3124.0,83.0,yes,159.0,,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,no,no,no,Government of Egypt,no,IS,,234.0,2004.0,2018.0,13648.0,14677.0,117,3124.0,127471.0,yes,160.0,,121.0,0.0,8.0,2.0,1.0,0.0,3.0,38.0,7.0,2.0,6.0,8.0,24.0,7.0,0.0
Camelia,yes,yes,yes,Government of Egypt,yes,Jama'at Ansar al-Islam,,6844.0,2017.0,2017.0,391.0,15262.0,117,3124.0,48.0,yes,161.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Papua New Guinea,yes,BRA,Bougainville Revolutionary Army,328.0,1990.0,1996.0,369.0,797.0,157,257.0,257.0,no,162.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Pakistan,yes,Baloch Ittehad,,288.0,2006.0,2006.0,325.0,710.0,142,30034.0,157.0,yes,163.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Pakistan,yes,BLA,Balochistan Liberation Army,287.0,2004.0,2016.0,325.0,709.0,142,30034.0,509.0,yes,164.0,,27.0,0.0,6.0,0.0,0.0,0.0,2.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Pakistan,yes,BLF,,1166.0,2012.0,2015.0,325.0,708.0,142,30034.0,69.0,yes,165.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Pakistan,yes,BRA,,289.0,2008.0,2015.0,325.0,711.0,142,30034.0,330.0,yes,166.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,no,no,no,Government of Pakistan,no,IMU,,359.0,1999.0,2014.0,404.0,10961.0,142,30034.0,791.0,yes,167.0,,73.0,6.0,13.0,5.0,0.0,0.0,3.0,7.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0
Camelia,no,no,no,Government of Pakistan,no,IS,,234.0,2004.0,2018.0,13936.0,14319.0,142,30034.0,127471.0,yes,168.0,,121.0,0.0,8.0,2.0,1.0,0.0,3.0,38.0,7.0,2.0,6.0,8.0,24.0,7.0,0.0
Camelia,yes,yes,yes,Government of Pakistan,yes,Jamaat-ul-Ahrar,,5928.0,2014.0,2014.0,404.0,14227.0,142,30034.0,36.0,yes,169.0,,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Pakistan,yes,Lashkar-e-Islam,,399.0,2009.0,2014.0,404.0,11336.0,142,30034.0,976.0,yes,170.0,no results found,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Pakistan,yes,MQM,Muttahida Qaumi Movement: United National Movement,354.0,1990.0,1996.0,404.0,855.0,142,30034.0,202.0,yes,171.0,,5.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Pakistan,yes,TTP,Taleban Movement of Pakistan,356.0,2007.0,2018.0,404.0,857.0,142,30034.0,27332.0,yes,172.0,,19.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Pakistan,yes,TTP - TA, Taleban Movement of Pakistan,1101.0,2012.0,2012.0,404.0,11497.0,142,30034.0,30.0,yes,173.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Pakistan,yes,UBA,United Balochistan Army,3192.0,2016.0,2016.0,325.0,11521.0,142,30034.0,35.0,yes,174.0,no results found,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,no,no,no,Government of Bangladesh,no,IS,,234.0,2004.0,2018.0,13674.0,14718.0,143,303.0,127471.0,no,175.0,,121.0,0.0,8.0,2.0,1.0,0.0,3.0,38.0,7.0,2.0,6.0,8.0,24.0,7.0,0.0
Camelia,yes,yes,yes,Government of Bangladesh,yes,JSS/SB,"Jana Samhati Samiti/Shanti Bahini, People’s Solidarity Association/Peace Force",285.0,1989.0,1991.0,322.0,705.0,143,303.0,96.0,no,176.0,,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Bangladesh,yes,PBCP,Purbo Banglar Communist Party - East Bengali Workers Party,805.0,2005.0,2005.0,11350.0,10985.0,143,303.0,32.0,no,177.0,,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Bangladesh,yes,PBCP-J,Purba Banglar Communist Party - Janajudhha faction,1165.0,2005.0,2006.0,11350.0,11991.0,143,303.0,87.0,no,178.0,,17.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Camelia,yes,yes,yes,Government of Thailand,yes,Patani insurgents,,365.0,2003.0,2018.0,423.0,888.0,147,1860.0,1860.0,no,179.0,,27.0,6.0,14.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
