term_id,term,term_lower,term_source_dataset,term_source_column,source_actor_id,source_actor_name,source_org,is_single_token,term_len,is_short_single_token,is_high_noise_term,use_for_matching,term_source_datasets
2952218e54d7709ac24c042156e88ce357a4ac6c,Peoples Armed Forces,peoples armed forces,UCDP_ACTOR,NameOrigFullEng,439,FAP,1,False,20,False,False,True,UCDP_ACTOR
0037edf55d82dc890b12bd1df137657855d0ab6b,Second Liberation Army,second liberation army,UCDP_ACTOR,NamePrev,439,FAP,1,False,22,False,False,True,UCDP_ACTOR
d0c6e3d69c6a9c9b13ea7d59bc2dcb44435aef1b,GUNT,gunt,UCDP_ACTOR,NameAlliance,439,FAP,1,True,4,True,False,True,UCDP_ACTOR
3ea186393cd83b41aa1511715c13fa1925461ac5,FAT,fat,UCDP_ACTOR,NameData,440,FAT,1,True,3,True,False,True,UCDP_ACTOR
a7ceb68e70243add502af29a6def007a5ad74735,FAT,fat,UCDP_ACTOR,NameOrig,440,FAT,1,True,3,True,False,True,UCDP_ACTOR
6280eaf35ee18baa04790cea718f2f444fb1c66c,Forces Armées Tchadiennes,forces armées tchadiennes,UCDP_ACTOR,NameOrigFull,440,FAT,1,False,25,False,False,True,UCDP_ACTOR
d87129fc7d57d6441b5faab18574eea966d4ed82,Chadian Armed Forces,chadian armed forces,UCDP_ACTOR,NameOrigFullEng,440,FAT,1,False,20,False,False,True,UCDP_ACTOR
429f4ca6a3647816f4e03909af2b2a1a16d31f2d,GUNT,gunt,UCDP_ACTOR,NameAlliance,440,FAT,1,True,4,True,False,True,UCDP_ACTOR
33ecc08312090b5567c90658a50e8bad4958ecc0,GUNT,gunt,UCDP_ACTOR,NameData,441,GUNT,1,True,4,True,False,True,UCDP_ACTOR
70f0f983c481a7d061ebc1a8e4e6d7925c522663,GUNT,gunt,UCDP_ACTOR,NameOrig,441,GUNT,1,True,4,True,False,True,UCDP_ACTOR
22babef55a869b6bb4865a313943445e89759faf,Gouvernement dunion nationale de transition,gouvernement dunion nationale de transition,UCDP_ACTOR,NameOrigFull,441,GUNT,1,False,43,False,False,True,UCDP_ACTOR
da280842e4dd3a57e94f27502585a84a2a2d13c6,Transitional Government of National Unity,transitional government of national unity,UCDP_ACTOR,NameOrigFullEng,441,GUNT,1,False,41,False,False,True,UCDP_ACTOR
f62264f99ab0cb20a22aa93646f5c97afbc3c461,Islamic Legion,islamic legion,UCDP_ACTOR,NameData,442,Islamic Legion,1,False,14,False,False,True,RAD;UCDP_ACTOR
611475be12d0da0576b585db0af13fec38fbd145,Islamic Legion,islamic legion,UCDP_ACTOR,NameOrig,442,Islamic Legion,1,False,14,False,False,True,RAD;UCDP_ACTOR
3bc95ffbbf18cbe74a2af77516674fd868aced39,Islamic Legion,islamic legion,UCDP_ACTOR,NameOrigFullEng,442,Islamic Legion,1,False,14,False,False,True,RAD;UCDP_ACTOR
59087a5aad916c5433e001bd631bc2fcfefe8318,Revolutionary Forces of 1 April,revolutionary forces of 1 april,UCDP_ACTOR,NameData,443,Revolutionary Forces of 1 April,1,False,31,False,False,True,RAD;UCDP_ACTOR
284af9cea313f0500d66ab2d06e4db679ab1b268,Revolutionary Forces of 1 April,revolutionary forces of 1 april,UCDP_ACTOR,NameOrig,443,Revolutionary Forces of 1 April,1,False,31,False,False,True,RAD;UCDP_ACTOR
2690b10827099bf22d3bf06b8effbfc151473276,Revolutionary Forces of 1 April,revolutionary forces of 1 april,UCDP_ACTOR,NameOrigFullEng,443,Revolutionary Forces of 1 April,1,False,31,False,False,True,RAD;UCDP_ACTOR
cefb316fec819e152b73f67687863d4750eb2306,MPS,mps,UCDP_ACTOR,NameAlliance,443,Revolutionary Forces of 1 April,1,True,3,True,False,True,RAD;UCDP_ACTOR
45e4b96c7c1a18c4d2d016dcdb66fcf198ac6c98,MOSANAT,mosanat,UCDP_ACTOR,NameData,444,MOSANAT,1,True,7,False,False,True,RAD;UCDP_ACTOR
831b25734af9194147263394979f5e1ff66b2f97,MOSANAT,mosanat,UCDP_ACTOR,NameOrig,444,MOSANAT,1,True,7,False,False,True,RAD;UCDP_ACTOR
0841e51f27116b350cc4017b02a73c152dae7588,Mouvement pour le salut national du Chad,mouvement pour le salut national du chad,UCDP_ACTOR,NameOrigFull,444,MOSANAT,1,False,40,False,False,True,UCDP_ACTOR
2944dc39ecef75c0d3a6aa556f1fb861178967fb,Movement for the National Salvation of Chad,movement for the national salvation of chad,UCDP_ACTOR,NameOrigFullEng,444,MOSANAT,1,False,43,False,False,True,RAD;UCDP_ACTOR
673186c4b991c38d7ca273639dedcf774b102880,MPS,mps,UCDP_ACTOR,NameAlliance,444,MOSANAT,1,True,3,True,False,True,RAD;UCDP_ACTOR
ebbe26311dc6570580d6cc081890b65314523d9b,MPS,mps,UCDP_ACTOR,NameData,445,MPS,1,True,3,True,False,True,RAD;UCDP_ACTOR
170dcfdecabcc3f1f6e12f276a831a5cb1b6aff5,MPS,mps,UCDP_ACTOR,NameOrig,445,MPS,1,True,3,True,False,True,RAD;UCDP_ACTOR
b3eb0468364edfb006ec226d80dfddbebbc21ff4,Mouvement patriotique du salut,mouvement patriotique du salut,UCDP_ACTOR,NameOrigFull,445,MPS,1,False,30,False,False,True,RAD;UCDP_ACTOR
8b6403c11918139fa3a7fed2e67527d5356e11fd,Patriotic Salvation Movement,patriotic salvation movement,UCDP_ACTOR,NameOrigFullEng,445,MPS,1,False,28,False,False,True,RAD;UCDP_ACTOR
ea4ee96bf3b77f3038bbbf549c70d36c222aa1f9,MDD,mdd,UCDP_ACTOR,NameData,446,MDD,1,True,3,True,False,True,RAD;UCDP_ACTOR
f5147540dec9ba6479c0940b85952e624b95f353,MDD,mdd,UCDP_ACTOR,NameOrig,446,MDD,1,True,3,True,False,True,RAD;UCDP_ACTOR
a73168e4d6b332126ef1fdebcd4bc96de54e1d1e,Mouvement pour la démocratie et le dévelopment,mouvement pour la démocratie et le dévelopment,UCDP_ACTOR,NameOrigFull,446,MDD,1,False,46,False,False,True,UCDP_ACTOR
8cc529f19f665cb6c887d03152c11f4407c23fb1,Movement for Democracy and Development,movement for democracy and development,UCDP_ACTOR,NameOrigFullEng,446,MDD,1,False,38,False,False,True,RAD;UCDP_ACTOR
3d821d2b94997ca0c4dd30055e34997f40ffda87,CNR,cnr,UCDP_ACTOR,NameData,447,CNR,1,True,3,True,False,True,RAD;UCDP_ACTOR
0db7f21f303dafff1244289e2796ff00823e6fda,CNR,cnr,UCDP_ACTOR,NameOrig,447,CNR,1,True,3,True,False,True,RAD;UCDP_ACTOR
a0c058aa477559c54bc9fda04c82f0d5c5fac8b2,Comité national de redressement,comité national de redressement,UCDP_ACTOR,NameOrigFull,447,CNR,1,False,31,False,False,True,RAD;UCDP_ACTOR
2e33c225b41e6751675089d23caf0ef6aa23620d,National Council for Recovery,national council for recovery,UCDP_ACTOR,NameOrigFullEng,447,CNR,1,False,29,False,False,True,RAD;UCDP_ACTOR
9b9d088a331679dde9e9adc230b1f765df321010,CSNPD,csnpd,UCDP_ACTOR,NameData,448,CSNPD,1,True,5,False,False,True,RAD;UCDP_ACTOR
397e77d55414aa5c820ad45f5b1aeaf89ed76aa0,CSNPD,csnpd,UCDP_ACTOR,NameOrig,448,CSNPD,1,True,5,False,False,True,RAD;UCDP_ACTOR
fe0699a00a9be22d34260c76ac5082ee219879ea,Conseil de salut national pour la paix et la démocratie,conseil de salut national pour la paix et la démocratie,UCDP_ACTOR,NameOrigFull,448,CSNPD,1,False,55,False,False,True,UCDP_ACTOR
b5d49eba4e4d79f832005ddc71d4694a6f9eb6b7,Committee of National Revival for Peace and Democracy,committee of national revival for peace and democracy,UCDP_ACTOR,NameOrigFullEng,448,CSNPD,1,False,53,False,False,True,RAD;UCDP_ACTOR
461f00aaf2b78f7f5bb13b813af7137e42096ecd,Military faction (forces of Maldoum Bada Abbas),military faction (forces of maldoum bada abbas),UCDP_ACTOR,NameData,449,Military faction (forces of Maldoum Bada Abbas),1,False,47,False,False,True,RAD;UCDP_ACTOR
0f7c7dc8bcdbcdaea261d50e9d428dc9edbdc93f,Military faction (forces of Maldoum Bada Abbas),military faction (forces of maldoum bada abbas),UCDP_ACTOR,NameOrig,449,Military faction (forces of Maldoum Bada Abbas),1,False,47,False,False,True,RAD;UCDP_ACTOR
e261bbbfbca85e268def1143be8f4feda5e223b5,Military faction (forces of Maldoum Bada Abbas),military faction (forces of maldoum bada abbas),UCDP_ACTOR,NameOrigFullEng,449,Military faction (forces of Maldoum Bada Abbas),1,False,47,False,False,True,RAD;UCDP_ACTOR
cf7ddc2724ca1f17305ec39b6202a973b1f514af,FNT,fnt,UCDP_ACTOR,NameData,450,FNT,1,True,3,True,False,True,RAD;UCDP_ACTOR
e2f633db7a2f2e550bd24609690bcf9408c8159c,FNT,fnt,UCDP_ACTOR,NameOrig,450,FNT,1,True,3,True,False,True,RAD;UCDP_ACTOR
8a7dadf705b20299a1007f516b251433fc2d37f3,Front national tchadien,front national tchadien,UCDP_ACTOR,NameOrigFull,450,FNT,1,False,23,False,False,True,RAD;UCDP_ACTOR
89b7388c1b6fc18f948a7bebaba3c1525aa2617d,Chad National Front,chad national front,UCDP_ACTOR,NameOrigFullEng,450,FNT,1,False,19,False,False,True,UCDP_ACTOR
ca0ec28eabfab78cd6301e5c43d9dd295d0901b0,FARF,farf,UCDP_ACTOR,NameData,451,FARF,1,True,4,True,False,True,RAD;UCDP_ACTOR
f6b5eac8781c768b95531c41418bbbac232e5720,FARF,farf,UCDP_ACTOR,NameOrig,451,FARF,1,True,4,True,False,True,RAD;UCDP_ACTOR
c76cd0746736a31f824a8b0f45126b8a5c604d8e,Forces armées pour la République fédérale,forces armées pour la république fédérale,UCDP_ACTOR,NameOrigFull,451,FARF,1,False,41,False,False,True,RAD;UCDP_ACTOR
63e89002dfcca0b4db452b53d82b233cfc593932,Armed Forces of the Federal Republic,armed forces of the federal republic,UCDP_ACTOR,NameOrigFullEng,451,FARF,1,False,36,False,False,True,RAD;UCDP_ACTOR
a4cf99fd437d37ac902182631806f66e1906bd6d,MDJT,mdjt,UCDP_ACTOR,NameData,452,MDJT,1,True,4,True,False,True,RAD;UCDP_ACTOR
44baffbe8bb65e6199a09d5f96d3ce7978c8eba1,MDJT,mdjt,UCDP_ACTOR,NameOrig,452,MDJT,1,True,4,True,False,True,RAD;UCDP_ACTOR
78d0af4a0fde872027ee53abc21761ccb464eb2d,Mouvement pour la démocratie et la justice au Tchad,mouvement pour la démocratie et la justice au tchad,UCDP_ACTOR,NameOrigFull,452,MDJT,1,False,51,False,False,True,RAD;UCDP_ACTOR
fe3231bbb45500c0436531b7fc035e854af96894,Movement for Democracy and Justice in Chad,movement for democracy and justice in chad,UCDP_ACTOR,NameOrigFullEng,452,MDJT,1,False,42,False,False,True,RAD;UCDP_ACTOR
869c08a864fbfe2d49bbb6cd0e35b1c11a95af47,FUCD,fucd,UCDP_ACTOR,NameData,453,FUCD,1,True,4,True,False,True,RAD;UCDP_ACTOR
958f1d50cfb1fda1111cd690a6f9e012725fe3c9,RDL,rdl,UCDP_ACTOR,NameOrig,453,FUCD,1,True,3,True,False,True,RAD;UCDP_ACTOR
1b0166d38818cf17ea3b945e55331a017d588d04,Rassemblement pour la Démocratie et la Liberté,rassemblement pour la démocratie et la liberté,UCDP_ACTOR,NameOrigFull,453,FUCD,1,False,46,False,False,True,RAD;UCDP_ACTOR
04c9b3220cb42aa7f3be7f1e41128f710fcf092e,Rally for Democray and Liberty,rally for democray and liberty,UCDP_ACTOR,NameOrigFullEng,453,FUCD,1,False,30,False,False,True,RAD;UCDP_ACTOR
79f197dd254fff4d887f8c83de44efc44962a96f,FUCD,fucd,UCDP_ACTOR,NewName,453,FUCD,1,True,4,True,False,True,RAD;UCDP_ACTOR
f167b48c5a5d4a7928c50c088a3a1febb56d3c2c,Front Unique pour le changement démocratique,front unique pour le changement démocratique,UCDP_ACTOR,NewNameFullMotherTongue,453,FUCD,1,False,44,False,False,True,UCDP_ACTOR
9d9d0d15c190f94d0d766092fdc0010217b95724,United Front for Democratic Change,united front for democratic change,UCDP_ACTOR,NewNameFullEng,453,FUCD,1,False,34,False,False,True,RAD;UCDP_ACTOR
23595f18893516cd9643fd089ea5100dab9201f3,RAFD,rafd,UCDP_ACTOR,NameData,454,RAFD,1,True,4,True,False,True,RAD;UCDP_ACTOR
4d8c91ae0bfed6a6ac2c6c9a3183ba3fd60b179d,RAFD,rafd,UCDP_ACTOR,NameOrig,454,RAFD,1,True,4,True,False,True,RAD;UCDP_ACTOR
e05ed89cf34cd0102f3ce71801d0cc300d892783,Rassemblement des Forces démocratiques,rassemblement des forces démocratiques,UCDP_ACTOR,NameOrigFull,454,RAFD,1,False,38,False,False,True,RAD;UCDP_ACTOR
23c6b3ce0ff5298a9fe1242058006ea27b4c3371,Rally of Democratic Forces,rally of democratic forces,UCDP_ACTOR,NameOrigFullEng,454,RAFD,1,False,26,False,False,True,RAD;UCDP_ACTOR
65504da0c6b65627508b8e68cec3903921b17e28,UFR,ufr,UCDP_ACTOR,NameAlliance,454,RAFD,1,True,3,True,False,True,RAD;UCDP_ACTOR
39872b6b02379a25ad9ae7e1b32aaebb48c2afff,CDR,cdr,UCDP_ACTOR,NameData,455,CDR,1,True,3,True,False,True,UCDP_ACTOR
aeb74d4d844abee7b9a9575d0d0c00470fa8bd7d,CDR,cdr,UCDP_ACTOR,NameOrig,455,CDR,1,True,3,True,False,True,UCDP_ACTOR
1de1b08961f6274d5c7ff27534f83342b7d78cb2,Conseil démocratique révolutionnaire,conseil démocratique révolutionnaire,UCDP_ACTOR,NameOrigFull,455,CDR,1,False,36,False,False,True,UCDP_ACTOR
906eb1435f5f4a52fe57da3aa70cb48237c40af1,Revolutionary Democratic Council,revolutionary democratic council,UCDP_ACTOR,NameOrigFullEng,455,CDR,1,False,32,False,False,True,UCDP_ACTOR
1ee3b1391189eec7b0b55ff3ec66e98ce4863b1f,GUNT,gunt,UCDP_ACTOR,NamePrev,455,CDR,1,True,4,True,False,True,UCDP_ACTOR
9653bb4caa2651d09b5852ef28739b9e7375abc2,UFDD,ufdd,UCDP_ACTOR,NameAlliance,455,CDR,1,True,4,True,False,True,RAD;UCDP_ACTOR
f4ecb5152d29d0d7482e555dd5d4cf12dea6c001,UFDD,ufdd,UCDP_ACTOR,NameData,456,UFDD,1,True,4,True,False,True,RAD;UCDP_ACTOR
b601decf7a0b62bdc57bea29a1c1284d00f1a653,UFDD,ufdd,UCDP_ACTOR,NameOrig,456,UFDD,1,True,4,True,False,True,RAD;UCDP_ACTOR
5e8e4d43957c592c8111d9b347cdd10a7e204c6c,Union des Forces pour la Démocratie et le Développement,union des forces pour la démocratie et le développement,UCDP_ACTOR,NameOrigFull,456,UFDD,1,False,55,False,False,True,RAD;UCDP_ACTOR
1441d270f3fad995be09e2d01eb0128e46df3b93,Union Force for Democracy and Development,union force for democracy and development,UCDP_ACTOR,NameOrigFullEng,456,UFDD,1,False,41,False,False,True,RAD;UCDP_ACTOR
20de32d6258391846c411f54340b01e155da00d6,UFR,ufr,UCDP_ACTOR,NamePrev,456,UFDD,1,True,3,True,False,True,RAD;UCDP_ACTOR
ace5c4f8fd4a01c81637ff2147ba4e9ea9859a59,UFR,ufr,UCDP_ACTOR,NameAlliance,456,UFDD,1,True,3,True,False,True,RAD;UCDP_ACTOR
66baa86e928cf646f396ada18d353fdc7ac8dc7a,NLC,nlc,UCDP_ACTOR,NameData,457,NLC,1,True,3,True,False,True,UCDP_ACTOR
7926d0d2ac9b0b582ac1c834f69eafa5ee9ba743,NLC,nlc,UCDP_ACTOR,NameOrig,457,NLC,1,True,3,True,False,True,UCDP_ACTOR
3caf5ce6d553f87794fe5904c53d4a87116b227e,National Liberation Council,national liberation council,UCDP_ACTOR,NameOrigFullEng,457,NLC,1,False,27,False,False,True,UCDP_ACTOR
9cfd9c5bb0a7134c477028e0820ca5b9315d8bb2,Military faction (forces of Jerry John Rawlings),military faction (forces of jerry john rawlings),UCDP_ACTOR,NameData,458,Military faction (forces of Jerry John Rawlings),1,False,48,False,False,True,UCDP_ACTOR
f9e2f14496a1c5e38cc5cb209fa38448c7ec029d,Military faction (forces of Jerry John Rawlings),military faction (forces of jerry john rawlings),UCDP_ACTOR,NameOrig,458,Military faction (forces of Jerry John Rawlings),1,False,48,False,False,True,UCDP_ACTOR
ad7f8eb88bb3e208566eebfcf4210e50efd57750,Military faction (forces of Jerry John Rawlings),military faction (forces of jerry john rawlings),UCDP_ACTOR,NameOrigFullEng,458,Military faction (forces of Jerry John Rawlings),1,False,48,False,False,True,UCDP_ACTOR
ac5f0e897a261821d530429f3aee8c42a42cb4c4,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo),military faction (forces of ekow dennis and edward adjei-ampofo),UCDP_ACTOR,NameData,459,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo),1,False,64,False,False,True,UCDP_ACTOR
b91137fb249d96c0f2e6678865bbb8cc152ba7d7,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo),military faction (forces of ekow dennis and edward adjei-ampofo),UCDP_ACTOR,NameOrig,459,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo),1,False,64,False,False,True,UCDP_ACTOR
379fa3c56f60d2f5785d44659934deb893008e49,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo),military faction (forces of ekow dennis and edward adjei-ampofo),UCDP_ACTOR,NameOrigFullEng,459,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo),1,False,64,False,False,True,UCDP_ACTOR
a0f881133e1fd7db388e797feb9fa349f0219d0e,Military faction (forces of Patrick Nzeogwu),military faction (forces of patrick nzeogwu),UCDP_ACTOR,NameData,460,Military faction (forces of Patrick Nzeogwu),1,False,44,False,False,True,UCDP_ACTOR
c75c4d121146cfd3b28812c922ac1ededca253c6,Military faction (forces of Patrick Nzeogwu),military faction (forces of patrick nzeogwu),UCDP_ACTOR,NameOrig,460,Military faction (forces of Patrick Nzeogwu),1,False,44,False,False,True,UCDP_ACTOR
c3c15e98ab5c1d10620343fa54dc9131b4247820,Military faction (forces of Patrick Nzeogwu),military faction (forces of patrick nzeogwu),UCDP_ACTOR,NameOrigFullEng,460,Military faction (forces of Patrick Nzeogwu),1,False,44,False,False,True,UCDP_ACTOR
4f06b0e1b7ee6168e5752a1abb44d737b3d5dd26,SWAPO,swapo,UCDP_ACTOR,NameData,461,SWAPO,1,True,5,False,False,True,UCDP_ACTOR
f23dbc0623190b8f5d30624d261ffab1dc9e9848,SWAPO,swapo,UCDP_ACTOR,NameOrig,461,SWAPO,1,True,5,False,False,True,UCDP_ACTOR
aace0e8811d80549caa885c976235af538c753b7,South West Africa Peoples Organization,south west africa peoples organization,UCDP_ACTOR,NameOrigFullEng,461,SWAPO,1,False,38,False,False,True,UCDP_ACTOR
092846caac0ae6ab30ab7369c82d0ddc38272bfb,Republic of Biafra,republic of biafra,UCDP_ACTOR,NameData,462,Republic of Biafra,1,False,18,False,False,True,UCDP_ACTOR
2cdaa7d639f9b2296b2c46dc7311eddfd84132c8,Republic of Biafra,republic of biafra,UCDP_ACTOR,NameOrig,462,Republic of Biafra,1,False,18,False,False,True,UCDP_ACTOR
f71b387980ee0014e58f43c83d29669aa47e93c0,Republic of Biafra,republic of biafra,UCDP_ACTOR,NameOrigFullEng,462,Republic of Biafra,1,False,18,False,False,True,UCDP_ACTOR
a49f5143418e467a69201287470f78d791d73a45,RFDG,rfdg,UCDP_ACTOR,NameData,463,RFDG,1,True,4,True,False,True,RAD;UCDP_ACTOR
f559c4d01f89f728ac4912ef294c4eb572b18f53,RFDG,rfdg,UCDP_ACTOR,NameOrig,463,RFDG,1,True,4,True,False,True,RAD;UCDP_ACTOR
2ff900628a703c4246e0d34bdc275fb2a7c4cdf5,Rassemblement des Forces démocratiques de Guinée,rassemblement des forces démocratiques de guinée,UCDP_ACTOR,NameOrigFull,463,RFDG,1,False,48,False,False,True,UCDP_ACTOR
b9101deb4b6669b4b06ee16522293f54fda46708,Rally of Democratic Forces of Guinea,rally of democratic forces of guinea,UCDP_ACTOR,NameOrigFullEng,463,RFDG,1,False,36,False,False,True,RAD;UCDP_ACTOR
db6d05220e8749f849382b293787a18ab775c4e6,Sudanese Communist Party,sudanese communist party,UCDP_ACTOR,NameData,464,Sudanese Communist Party,1,False,24,False,False,True,UCDP_ACTOR
9f3615964bd0f0a110e435ee070f5a216c098aca,Sudanese Communist Party,sudanese communist party,UCDP_ACTOR,NameOrig,464,Sudanese Communist Party,1,False,24,False,False,True,UCDP_ACTOR
489abca4bc623ec29cfe90bc8197d804ea36dc34,Sudanese Communist Party,sudanese communist party,UCDP_ACTOR,NameOrigFullEng,464,Sudanese Communist Party,1,False,24,False,False,True,UCDP_ACTOR
4f6c6f99ef14d9cf57c648b2ba3d9fc4370bcdd8,National Front,national front,UCDP_ACTOR,NameData,465,National Front,1,False,14,False,False,True,UCDP_ACTOR
12a351a5249d993362b8077e44f87a98932f6966,National Front,national front,UCDP_ACTOR,NameOrig,465,National Front,1,False,14,False,False,True,UCDP_ACTOR
4486d59c0798c0efd367be9965ff85dcb4aa3337,National Front,national front,UCDP_ACTOR,NameOrigFullEng,465,National Front,1,False,14,False,False,True,UCDP_ACTOR
c8b445c456ab1f4e1148ca181caed0c24947dcbf,SPLM,splm,UCDP_ACTOR,NameData,466,SPLM/A,1,True,4,True,False,True,RAD;UCDP_ACTOR
59d7cb3a769099ed8573a90555f26bc5bdd1ec1a,SPLM,splm,UCDP_ACTOR,NameOrig,466,SPLM/A,1,True,4,True,False,True,RAD;UCDP_ACTOR
16fc8a0d62bfe4e877029d24b4759a7126436172,Sudanese Peoples Liberation Movement,sudanese peoples liberation movement,UCDP_ACTOR,NameOrigFull,466,SPLM/A,1,False,36,False,False,True,UCDP_ACTOR
7b84a8f4690aa696c63f4582b362501c31deb246,Sudanese Peoples Liberation Movement,sudanese peoples liberation movement,UCDP_ACTOR,NameOrigFullEng,466,SPLM/A,1,False,36,False,False,True,UCDP_ACTOR
59b6d4b70bae4c769662795f8742aa61722637f0,NDA,nda,UCDP_ACTOR,NameData,467,NDA,1,True,3,True,False,True,RAD;UCDP_ACTOR
218aa3dd7aee9e82b60981f5e7c292b7b066ad50,NDA,nda,UCDP_ACTOR,NameOrig,467,NDA,1,True,3,True,False,True,RAD;UCDP_ACTOR
5bd79f707dcac20aa715301adcb0fd4b111019af,National Democratic Alliance,national democratic alliance,UCDP_ACTOR,NameOrigFullEng,467,NDA,1,False,28,False,False,True,RAD;UCDP_ACTOR
913316735c81efa4f833a2f5e1833e66e1904993,JEM,jem,UCDP_ACTOR,NameData,468,JEM,1,True,3,True,False,True,RAD;UCDP_ACTOR
e9ae1d26845c178f8766b0d2258f401a77f89271,JEM,jem,UCDP_ACTOR,NameOrig,468,JEM,1,True,3,True,False,True,RAD;UCDP_ACTOR
a6b301b9dc50554565e8381356558efe708a4915,Justice and Equality Movement,justice and equality movement,UCDP_ACTOR,NameOrigFull,468,JEM,1,False,29,False,False,True,RAD;UCDP_ACTOR
9e6cb15d1283d86f7b0391a3c4888561cc8c1b88,Justice and Equality Movement,justice and equality movement,UCDP_ACTOR,NameOrigFullEng,468,JEM,1,False,29,False,False,True,RAD;UCDP_ACTOR
1b5bb5e781727fe826fa1c5b05ae5e7004ca2f75,NRF,nrf,UCDP_ACTOR,NamePrev,468,JEM,1,True,3,True,False,True,RAD;UCDP_ACTOR
58d7eacdccf0317ce150962b67c00b4dec92894b,NRF,nrf,UCDP_ACTOR,NameAlliance,468,JEM,1,True,3,True,False,True,RAD;UCDP_ACTOR
703f7d92d3bef6ae99d915c7a09aa9f6bdefb0d3,SRF,srf,UCDP_ACTOR,NameAlliance,468,JEM,1,True,3,True,False,True,RAD;UCDP_ACTOR
4756a7e0cff53af23baa521a42f57186b8e5e508,SLM,slm,UCDP_ACTOR,NameData,469,SLM/A,1,True,3,True,False,True,RAD;UCDP_ACTOR
026e14ddb88b6b15271d94935d29a80360398816,SLM,slm,UCDP_ACTOR,NameOrig,469,SLM/A,1,True,3,True,False,True,RAD;UCDP_ACTOR
03f7574d3e3de7466a28c1cddb9f4840d5a8fbfa,Sudan Liberation Movement,sudan liberation movement,UCDP_ACTOR,NameOrigFull,469,SLM/A,1,False,25,False,False,True,RAD;UCDP_ACTOR
e8b260d936c0cabde14a0ecf4e00d32daaebf8c9,Sudan Liberation Movement,sudan liberation movement,UCDP_ACTOR,NameOrigFullEng,469,SLM/A,1,False,25,False,False,True,RAD;UCDP_ACTOR
91627e93173434b054fb44e2485372d01aaf553c,SRF,srf,UCDP_ACTOR,NamePrev,469,SLM/A,1,True,3,True,False,True,RAD;UCDP_ACTOR
0bf0546a3d9aae225b38223a30df26ecfe32e68e,SRF,srf,UCDP_ACTOR,NameAlliance,469,SLM/A,1,True,3,True,False,True,RAD;UCDP_ACTOR
406fbc1387a89c78e73341e77d7da7b266666c63,Darfur Joint Resistance Forces,darfur joint resistance forces,UCDP_ACTOR,NameAlliance,469,SLM/A,1,False,30,False,False,True,UCDP_ACTOR
8afa659d47bc8bfaf0dfbdbabbbeb7c1ecb381ef,NRF,nrf,UCDP_ACTOR,NameData,470,NRF,1,True,3,True,False,True,RAD;UCDP_ACTOR
ef6c552ed6a80cf9952f3f4d90b26bf36b25b82f,NRF,nrf,UCDP_ACTOR,NameOrig,470,NRF,1,True,3,True,False,True,RAD;UCDP_ACTOR
419c1310c51e4a5a13aab61d2d5c22c088b92775,National Redemption Front,national redemption front,UCDP_ACTOR,NameOrigFullEng,470,NRF,1,False,25,False,False,True,RAD;UCDP_ACTOR
64192b721707f0fa41ddf3d01e1eb31756ffbf4c,SLM,slm,UCDP_ACTOR,NameData,471,SLM/A - MM,1,True,3,True,False,True,RAD;UCDP_ACTOR
021aaef1934a044051a9820a3b06b047f65aeb22,A - MM,a - mm,UCDP_ACTOR,NameData,471,SLM/A - MM,1,False,6,False,False,True,RAD;UCDP_ACTOR
e9d5807b3a5fc8750596d03a327bab4d087a1340,SLM,slm,UCDP_ACTOR,NameOrig,471,SLM/A - MM,1,True,3,True,False,True,RAD;UCDP_ACTOR
836c1814c91052acbe1d178b27849fefe98b0e61,A - MM,a - mm,UCDP_ACTOR,NameOrig,471,SLM/A - MM,1,False,6,False,False,True,RAD;UCDP_ACTOR
ac450bb84b933048dc0fd65ce3b4d7f86d5c9bb2,Sudan Liberation Movement,sudan liberation movement,UCDP_ACTOR,NameOrigFull,471,SLM/A - MM,1,False,25,False,False,True,RAD;UCDP_ACTOR
09e9472de2e9746fbb01e8747ff663ad89034f13,Army - Minni Minawi faction,army - minni minawi faction,UCDP_ACTOR,NameOrigFull,471,SLM/A - MM,1,False,27,False,False,True,UCDP_ACTOR
a0b99108c08973db6b01debebf0984a008b4468b,Sudan Liberation Movement,sudan liberation movement,UCDP_ACTOR,NameOrigFullEng,471,SLM/A - MM,1,False,25,False,False,True,RAD;UCDP_ACTOR
23cf6b5dc6a314905fe29a28d6e20dfaa6148a81,Army - Minni Minawi faction,army - minni minawi faction,UCDP_ACTOR,NameOrigFullEng,471,SLM/A - MM,1,False,27,False,False,True,UCDP_ACTOR
82bc04a6b69ee0ad24584ce0edc8adc53ce19f54,SLM,slm,UCDP_ACTOR,NamePrev,471,SLM/A - MM,1,True,3,True,False,True,RAD;UCDP_ACTOR
1768eb8d99e1f5fc916f7d6947d94c0ab8df62f7,SRF,srf,UCDP_ACTOR,NameAlliance,471,SLM/A - MM,1,True,3,True,False,True,RAD;UCDP_ACTOR
86e2dd7792e8858c04469964f487322a004dea28,Darfur Joint Resistance Forces,darfur joint resistance forces,UCDP_ACTOR,NameAlliance,471,SLM/A - MM,1,False,30,False,False,True,UCDP_ACTOR
